id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2018,minimum_nights,number_of_reviews,reviews_per_month,availability_2019
2818,Oostelijk Havengebied - Indische Buurt,52.36575451387618,4.941419235184398,Private room,59,296,3,248,2.1,44
3209,Westerpark,52.39022505041117,4.873924094742859,Entire home/apt,160,309,4,42,1.03,47
20168,Centrum-Oost,52.36508702680917,4.8935410078410095,Entire home/apt,80,224,1,233,2.18,198
25428,Centrum-West,52.37311440038617,4.883668196205626,Entire home/apt,125,208,14,1,0.09,141
27886,Centrum-West,52.386727316124684,4.892078070089338,Private room,150,318,2,171,2.03,199
28658,Bos en Lommer,52.37534217754822,4.857289350245441,Private room,65,64,3,434,4.16,295
28871,Centrum-West,52.367186808186005,4.8909177971296565,Private room,75,184,2,215,2.13,137
29051,Centrum-West,52.367725410445736,4.891511737154662,Private room,55,131,2,383,4.07,188
31080,Zuid,52.35132054,4.848382899,Entire home/apt,219,,3,32,0.36,336
41125,Centrum-West,52.37891477,4.8832050564993645,Entire home/apt,180,349,3,76,0.78,11
42970,Centrum-West,52.36781447589647,4.890012023439633,Private room,159,55,3,426,4.24,89
43980,Zuid,52.35745628,4.861242085387215,Entire home/apt,100,80,28,61,0.62,10
44129,Centrum-West,52.380711229831924,4.886104318098604,Entire home/apt,250,278,2,176,1.74,16
44391,Centrum-Oost,52.37016998640934,4.914377826765493,Entire home/apt,200,,3,31,0.31,0
45246,Westerpark,52.37767639657083,4.876178648987073,Entire home/apt,155,,3,79,0.79,253
46386,De Pijp - Rivierenbuurt,52.35247025928299,4.908254440320653,Entire home/apt,150,,3,3,0.03,0
47061,De Baarsjes - Oud-West,52.36798609885809,4.874469331907506,Entire home/apt,140,,2,167,1.67,0
48076,Centrum-West,52.38042002,4.894534735097551,Entire home/apt,350,92,5,159,1.82,276
49790,De Baarsjes - Oud-West,52.362663786120464,4.861031740012395,Entire home/apt,225,87,3,98,1.06,296
50515,Bos en Lommer,52.37727239832183,4.839252562940868,Entire home/apt,120,208,3,12,0.21,79
50518,Westerpark,52.38200613161477,4.878649621335048,Entire home/apt,125,,1,91,1.22,0
50523,Centrum-West,52.36840789766318,4.884133704990546,Private room,115,126,2,213,2.21,206
50570,Bos en Lommer,52.377737441667115,4.848911991360075,Entire home/apt,90,354,4,152,1.62,19
52490,Oostelijk Havengebied - Indische Buurt,52.370045892661075,4.9386912362462985,Private room,72,337,3,81,0.82,11
53067,De Pijp - Rivierenbuurt,52.35339266870349,4.900637642957301,Private room,87,295,1,333,3.4,2
53671,Westerpark,52.389053371113825,4.885588535129939,Private room,75,31,3,261,2.8,289
53692,De Pijp - Rivierenbuurt,52.353483155689176,4.900490171525591,Private room,60,,3,219,2.4,47
55256,Centrum-Oost,52.37125688886693,4.903513145133119,Private room,86,352,1,120,1.26,129
55703,Bos en Lommer,52.37560816034421,4.858187467526308,Entire home/apt,250,1,3,3,0.07,0
55709,Centrum-Oost,52.35895649627122,4.897259341005234,Entire home/apt,159,355,5,53,0.54,32
55807,De Baarsjes - Oud-West,52.36965708064435,4.8620254265502405,Private room,60,28,2,150,1.53,122
55868,Zuid,52.356132975812436,4.885149546738222,Entire home/apt,149,362,4,88,0.91,107
56879,Centrum-West,52.38453334724865,4.892545431659382,Entire home/apt,112,,28,1,0.01,277
57408,Oostelijk Havengebied - Indische Buurt,52.361929788889256,4.936400957199159,Entire home/apt,100,,4,420,4.29,5
57978,De Baarsjes - Oud-West,52.36448156797004,4.877220554469521,Entire home/apt,125,96,3,145,1.48,315
58211,Centrum-West,52.369164791657006,4.8844453447991505,Private room,225,77,3,82,1.05,212
62015,Oud-Oost,52.364452721531094,4.931235930520656,Entire home/apt,109,331,2,21,0.22,30
62801,Bos en Lommer,52.38458682993324,4.854626513131404,Entire home/apt,750,,30,0,,364
64736,De Baarsjes - Oud-West,52.363481306084545,4.8678339776210455,Entire home/apt,145,,4,92,1.43,0
64769,Centrum-Oost,52.362253841258536,4.901999344356419,Entire home/apt,450,170,4,26,0.28,72
65230,Centrum-West,52.368713041376715,4.892843389610457,Entire home/apt,179,30,3,83,0.91,358
67841,De Pijp - Rivierenbuurt,52.35472482794198,4.893237543427079,Entire home/apt,100,,3,9,0.14,29
68290,Centrum-West,52.368870779675284,4.8952338913153035,Private room,109,217,1,574,6.1,158
68873,Centrum-West,52.36950063833623,4.895559709996519,Private room,109,213,1,527,5.56,163
69042,Centrum-West,52.373527199212894,4.876905973776999,Private room,116,311,3,131,1.41,7
73208,Zuid,52.35935098,4.876721555693788,Entire home/apt,220,,5,58,0.62,3
73917,Centrum-West,52.37894280400968,4.890601996192832,Entire home/apt,175,115,3,82,1.22,320
74367,Centrum-West,52.37479553602839,4.880446471317074,Entire home/apt,260,,7,10,0.11,304
75382,Oud-Oost,52.364824885646925,4.9276155489234315,Private room,105,299,3,178,1.93,84
75444,Oud-Oost,52.365509785021295,4.928480703679059,Private room,70,274,3,246,2.69,47
76668,Westerpark,52.38897577588911,4.890432078271875,Private room,135,169,2,39,1.31,237
80634,Centrum-West,52.37975649,4.893977373685979,Private room,180,,2,115,1.92,28
80635,Centrum-West,52.37875854166035,4.8926359365709455,Private room,115,,2,158,1.68,29
82482,Centrum-West,52.370259733420504,4.8800301947340445,Entire home/apt,95,191,1,695,7.64,191
82748,Centrum-West,52.37307393018357,4.893431575249236,Entire home/apt,249,124,3,116,1.24,280
83498,Centrum-West,52.367227634831025,4.891235317846856,Private room,45,169,2,403,6.96,161
84057,De Baarsjes - Oud-West,52.364877997706216,4.851095907658352,Private room,100,55,3,68,0.75,344
91535,De Pijp - Rivierenbuurt,52.357253879494685,4.895879145277792,Entire home/apt,189,,3,29,0.32,0
96048,Centrum-Oost,52.372700232233804,4.907761448144871,Private room,75,17,1,120,2.57,340
97221,Slotervaart,52.349103458307475,4.836112244063563,Private room,40,14,2,141,1.56,340
97476,Zuid,52.35637466896349,4.865793029491886,Entire home/apt,115,363,3,46,0.5,3
107195,Centrum-Oost,52.370074473314865,4.919603853810988,Entire home/apt,150,307,3,29,0.33,0
107972,De Baarsjes - Oud-West,52.363971570386646,4.876509426612257,Entire home/apt,100,260,3,74,0.8,4
108890,De Baarsjes - Oud-West,52.36082925431396,4.856667424731347,Entire home/apt,100,,5,3,0.15,0
115795,De Pijp - Rivierenbuurt,52.352437256002645,4.895948040507284,Private room,165,,90,106,1.26,348
118097,Centrum-West,52.365705366407134,4.884636190342678,Private room,94,309,4,309,3.8,62
118117,De Baarsjes - Oud-West,52.368883436047646,4.8695483308640055,Private room,87,274,3,490,5.42,230
120872,Bos en Lommer,52.38193171534977,4.855407320845144,Entire home/apt,99,140,2,138,1.55,64
125425,Oud-Oost,52.360974573916025,4.927611460157401,Entire home/apt,100,232,3,38,0.43,0
130390,De Pijp - Rivierenbuurt,52.35516967099702,4.8896934048978045,Private room,80,,2,29,0.33,0
137026,De Pijp - Rivierenbuurt,52.353609063743974,4.905621032,Private room,259,304,3,87,1.03,123
141708,Oostelijk Havengebied - Indische Buurt,52.36460689704278,4.938920082534415,Entire home/apt,98,,3,82,0.9,18
147270,Gaasperdam - Driemond,52.30617481870509,4.978865897717476,Private room,35,,90,23,0.64,125
148132,De Baarsjes - Oud-West,52.36859520946438,4.864870318764639,Private room,52,,2,3,1.91,0
150634,De Baarsjes - Oud-West,52.36673740948232,4.867455513006409,Entire home/apt,100,61,2,52,1.62,89
152280,Bos en Lommer,52.37961371756432,4.854432292549278,Private room,89,35,1,580,6.41,3
156815,Oud-Noord,52.388922811024294,4.9402426395904735,Entire home/apt,695,,2,26,0.31,108
162467,De Baarsjes - Oud-West,52.363675893649386,4.855056296869676,Entire home/apt,145,45,3,46,0.64,309
165833,De Baarsjes - Oud-West,52.37336013,4.857537320392232,Entire home/apt,74,,2,37,0.72,0
168769,Centrum-West,52.37915713158128,4.894086123937185,Private room,120,10,2,204,2.33,85
169356,Centrum-West,52.381717144651354,4.883104127485947,Entire home/apt,220,303,7,18,0.2,68
170223,Centrum-West,52.36991235190708,4.882654520401399,Entire home/apt,145,361,3,47,0.55,57
171054,De Baarsjes - Oud-West,52.36916386503589,4.866434751,Entire home/apt,120,360,6,102,1.13,0
171631,De Baarsjes - Oud-West,52.36338791622051,4.8540234832459435,Entire home/apt,89,,3,45,0.5,338
175989,De Baarsjes - Oud-West,52.35963504731266,4.867128100371151,Entire home/apt,100,39,3,99,1.13,0
179528,De Pijp - Rivierenbuurt,52.342312579431045,4.894194976598042,Entire home/apt,230,169,29,27,0.31,224
184282,Centrum-Oost,52.36321324239451,4.889051424334264,Entire home/apt,230,76,3,158,1.84,338
188347,De Baarsjes - Oud-West,52.36823908012429,4.853210748039301,Private room,50,342,1,318,3.58,19
189754,Centrum-West,52.37433431603307,4.89246876,Private room,160,92,2,130,1.48,268
190585,Westerpark,52.38487211819231,4.872481357594563,Entire home/apt,110,317,4,88,0.99,51
190943,Zuid,52.35221380860934,4.846612397531583,Entire home/apt,150,,4,9,0.12,5
193038,Centrum-Oost,52.360871179686576,4.8955906497433865,Private room,95,147,3,497,5.64,187
198307,Centrum-West,52.38393030999055,4.892371258,Entire home/apt,100,,13,37,0.42,0
199844,Westerpark,52.38351266036433,4.875730763066735,Entire home/apt,99,,5,42,0.48,0
200461,De Baarsjes - Oud-West,52.35930674965399,4.8611084302365315,Entire home/apt,79,291,3,33,0.37,28
201322,Centrum-West,52.37184057754968,4.881707856110731,Entire home/apt,80,45,1,64,0.74,165
203658,Zuid,52.34743916227274,4.868860660076601,Entire home/apt,284,303,3,25,0.3,0
204014,De Baarsjes - Oud-West,52.37086528996354,4.8659566161588055,Entire home/apt,99,302,4,15,0.17,0
205759,De Baarsjes - Oud-West,52.36889187403649,4.864288391158311,Entire home/apt,99,,1,2,0.05,0
212050,De Baarsjes - Oud-West,52.368947036604595,4.864515338244789,Entire home/apt,180,31,3,13,0.15,334
213721,Zuid,52.35165078027672,4.8465334434469245,Private room,129,0,3,39,0.45,365
214531,Centrum-West,52.370688362374935,4.895157177391901,Private room,114,178,3,150,1.74,163
217692,De Pijp - Rivierenbuurt,52.33761522397163,4.893596487180915,Entire home/apt,150,6,3,14,0.27,352
219276,Centrum-West,52.36890525,4.889704568580539,Entire home/apt,265,,2,1,0.01,330
221943,De Baarsjes - Oud-West,52.36563714208943,4.876398386996833,Entire home/apt,170,,3,187,2.15,237
222516,De Baarsjes - Oud-West,52.361098230898705,4.858935153103977,Entire home/apt,100,337,3,104,1.2,8
226121,De Baarsjes - Oud-West,52.35957301118511,4.865894591,Private room,165,217,4,82,0.94,35
230710,Centrum-West,52.37591434666808,4.878066562935041,Entire home/apt,125,,14,16,0.2,0
236180,Centrum-West,52.365736470109674,4.8802090220914405,Entire home/apt,175,,3,2,0.04,0
236632,De Pijp - Rivierenbuurt,52.35613973312535,4.888475752,Entire home/apt,100,332,7,107,1.26,114
237017,De Baarsjes - Oud-West,52.37149336,4.862764028623305,Entire home/apt,80,,3,17,0.23,0
239647,De Baarsjes - Oud-West,52.364516655500545,4.875872996810312,Private room,86,,2,540,6.21,6
245927,Centrum-West,52.367912234286614,4.8880858190785865,Entire home/apt,400,355,2,56,0.7,10
247805,De Baarsjes - Oud-West,52.36588424052564,4.872613822339188,Private room,119,36,2,289,3.36,250
250702,De Pijp - Rivierenbuurt,52.346035277702406,4.897093661068418,Entire home/apt,120,,3,37,0.44,0
250751,Oostelijk Havengebied - Indische Buurt,52.36609902269462,4.932987129096548,Entire home/apt,70,349,2,97,1.13,0
251444,Centrum-West,52.372314312023846,4.898560451903537,Entire home/apt,449,,1,13,0.16,169
252725,De Baarsjes - Oud-West,52.36718586381298,4.867373589491419,Entire home/apt,175,360,2,47,0.59,1
253650,Centrum-West,52.36775166,4.889815058128981,Private room,149,48,3,358,4.25,187
253792,Centrum-West,52.37408073348525,4.897792585847227,Entire home/apt,193,353,1,77,0.91,0
254104,Centrum-Oost,52.36513246667161,4.908371799288464,Private room,145,26,2,65,1.5,306
254800,Centrum-West,52.3713087,4.882063422033223,Entire home/apt,250,341,2,42,0.62,32
255177,De Pijp - Rivierenbuurt,52.356980877920925,4.890688061048634,Private room,115,188,3,88,3.23,99
255202,Centrum-West,52.376827040334476,4.889139866845394,Private room,188,,3,2,0.02,362
255809,De Pijp - Rivierenbuurt,52.34425830623576,4.887220320280407,Private room,150,38,2,60,0.75,102
256340,Centrum-Oost,52.368351014921636,4.924069390070278,Entire home/apt,100,288,4,4,0.06,0
256670,De Baarsjes - Oud-West,52.35941331459236,4.859953007578639,Entire home/apt,168,356,7,6,0.09,14
258273,De Pijp - Rivierenbuurt,52.35420048,4.8915960167125405,Entire home/apt,8000,,30,8,0.1,364
260187,Oud-Oost,52.35809191,4.935606229701712,Entire home/apt,99,,4,26,0.32,0
261902,Oud-Oost,52.35605072558158,4.919385692227501,Entire home/apt,225,360,3,38,0.47,0
262209,Oostelijk Havengebied - Indische Buurt,52.36164222,4.938273700070705,Entire home/apt,73,,2,14,0.16,0
262394,Zuid,52.35519127920091,4.851167699222689,Private room,96,77,4,103,1.27,62
262562,Centrum-West,52.37416858770747,4.8865013132855335,Entire home/apt,190,,30,4,0.06,90
264628,Noord-Oost,52.38333593144041,5.0037078895760665,Entire home/apt,100,63,2,1,0.03,351
265349,De Baarsjes - Oud-West,52.36047844,4.863450457840695,Entire home/apt,85,,3,20,0.23,16
266087,Centrum-Oost,52.361643337443546,4.9025822184962715,Entire home/apt,125,,2,4,0.05,293
271599,Zuid,52.35271074006004,4.857715661493579,Private room,900,,2,173,2.05,0
271787,Centrum-West,52.37048754922962,4.879669027912172,Private room,110,,3,9,0.11,182
272597,Zuid,52.34632594,4.856285933979298,Entire home/apt,120,,4,6,0.15,0
274688,Bos en Lommer,52.37842980388138,4.854837092707593,Entire home/apt,125,,3,37,0.44,30
276275,De Pijp - Rivierenbuurt,52.33921273616006,4.893759461764407,Entire home/apt,169,1,4,22,0.29,364
277011,De Baarsjes - Oud-West,52.35829508439539,4.859091947726598,Entire home/apt,125,,4,20,0.25,0
278823,De Baarsjes - Oud-West,52.36599949646363,4.863530499078753,Private room,74,292,3,141,1.67,80
282269,Zuid,52.35017418763845,4.8525503850212495,Entire home/apt,115,,10,3,0.05,0
283170,Zuid,52.35353190803815,4.87513957,Entire home/apt,650,14,2,97,1.2,360
283621,Centrum-West,52.38057059973004,4.885651833945759,Entire home/apt,105,,7,30,0.36,319
284319,Centrum-Oost,52.36009258,4.894611813107176,Private room,115,21,2,16,0.19,331
286500,Centrum-West,52.37496960705205,4.898844426998336,Private room,150,151,3,245,2.94,274
289071,Centrum-West,52.380373322653654,4.880206599315086,Private room,90,285,3,177,2.11,44
290701,Centrum-West,52.37614418117013,4.898936685217519,Private room,150,123,3,283,3.42,287
291637,Watergraafsmeer,52.352505914635245,4.943384214796724,Private room,95,294,2,8,0.1,0
291752,Oud-Oost,52.352786473399526,4.912563881379626,Private room,89,90,2,187,2.22,337
293337,Oud-Noord,52.38170518097546,4.914400922,Private room,105,20,4,23,0.28,338
293514,Oud-Noord,52.38744099692565,4.909601962312537,Entire home/apt,74,,1,5,0.11,0
294226,Zuid,52.355888609675425,4.857073082184387,Private room,900,,2,166,2.07,0
294468,Centrum-Oost,52.362943800075655,4.909439787170198,Entire home/apt,175,,3,14,0.35,0
296452,De Baarsjes - Oud-West,52.36627391376461,4.864991946686574,Entire home/apt,164,349,3,4,0.06,85
297220,De Pijp - Rivierenbuurt,52.35755028092293,4.901441987906591,Entire home/apt,117,,6,83,0.98,0
300067,Oud-Oost,52.35668265041882,4.916947232348021,Private room,45,240,4,9,0.11,74
301220,Centrum-West,52.37154368698248,4.875964528610951,Entire home/apt,125,,3,83,0.99,0
302426,Centrum-West,52.379971950216856,4.887070399875172,Entire home/apt,126,,5,14,0.17,0
304189,Centrum-West,52.37093878,4.876535074104979,Entire home/apt,155,156,5,79,0.95,106
305200,Centrum-West,52.369569405758476,4.888304336370156,Entire home/apt,550,,2,3,0.1,103
305809,Westerpark,52.384484691901044,4.871161920402936,Entire home/apt,295,30,1,121,1.49,360
306852,Centrum-Oost,52.35955184862691,4.897903333119472,Entire home/apt,195,316,3,11,0.15,0
307470,Centrum-Oost,52.37311831765251,4.9065281458072185,Entire home/apt,130,228,21,6,0.08,67
307497,Westerpark,52.3933676,4.883008781989972,Entire home/apt,464,128,2,87,1.15,124
308028,Centrum-Oost,52.35853173707146,4.8975109293473515,Private room,90,361,3,25,0.44,71
309436,Oud-Noord,52.39992284,4.920000147987165,Private room,135,11,2,61,0.88,354
310722,De Baarsjes - Oud-West,52.35901103004662,4.8643977976891035,Entire home/apt,169,333,2,28,0.4,0
311124,Centrum-West,52.37143337794846,4.876667139735057,Entire home/apt,200,10,3,72,0.9,362
311584,De Baarsjes - Oud-West,52.366839537629346,4.876758402,Entire home/apt,100,,3,53,0.64,0
311694,Centrum-Oost,52.361762071894596,4.893214501045171,Private room,115,17,2,9,0.2,333
313778,Oostelijk Havengebied - Indische Buurt,52.36439279170668,4.939439259273157,Entire home/apt,124,318,1,48,0.65,30
314082,De Baarsjes - Oud-West,52.36314066044941,4.8628437740077315,Entire home/apt,111,364,1,34,0.42,9
314235,De Pijp - Rivierenbuurt,52.35718094757721,4.896541019086117,Entire home/apt,200,,4,9,0.11,0
315820,Oud-Oost,52.35562205577938,4.915361669484475,Entire home/apt,107,34,4,46,0.57,166
319985,De Pijp - Rivierenbuurt,52.357286096674464,4.901626908382143,Entire home/apt,169,147,2,215,2.68,139
320689,Zuid,52.34918998,4.858891147328281,Entire home/apt,88,,1,32,0.4,0
325165,Centrum-Oost,52.37073252478772,4.928607658807339,Entire home/apt,80,,3,24,0.35,0
329577,Zuid,52.35157006940396,4.849302410206958,Entire home/apt,190,,2,36,0.44,21
331946,De Baarsjes - Oud-West,52.36181544971878,4.856987624920197,Entire home/apt,275,356,2,23,0.37,0
335197,Centrum-West,52.37041585,4.889335098555673,Entire home/apt,175,,3,102,1.26,1
340994,Centrum-Oost,52.36884439013096,4.906479868020015,Entire home/apt,140,215,4,34,0.42,65
342540,Watergraafsmeer,52.35665593,4.933655150598123,Private room,72,20,2,226,2.78,334
343094,Oud-Oost,52.35549014520654,4.9085239968759655,Private room,96,145,3,298,3.71,240
345397,De Pijp - Rivierenbuurt,52.35711088030786,4.903913951254411,Entire home/apt,169,364,2,38,0.47,0
347272,Centrum-West,52.37626167,4.8781816402362175,Entire home/apt,129,,4,50,0.62,5
349208,Oud-Oost,52.351351900423715,4.917794286,Private room,75,17,2,81,1.05,314
350271,IJburg - Zeeburgereiland,52.36075570338882,4.988761589662034,Entire home/apt,395,7,7,3,0.07,358
356220,Centrum-Oost,52.35989203954985,4.893966153096777,Private room,120,217,2,160,1.96,3
356424,Westerpark,52.37855001279298,4.870368963,Entire home/apt,100,,5,16,0.2,0
357980,De Baarsjes - Oud-West,52.365451615757415,4.875296384968482,Entire home/apt,245,319,2,70,0.86,6
359298,Centrum-Oost,52.362873802035686,4.9101519849131465,Entire home/apt,150,,4,108,1.33,123
359408,Centrum-West,52.36630062,4.880362689046959,Entire home/apt,99,,3,66,0.84,1
361342,Centrum-West,52.38029175778536,4.893370169574942,Entire home/apt,299,,4,94,1.17,13
362458,Centrum-Oost,52.37021068428303,4.930074872762538,Entire home/apt,80,,4,47,0.65,14
364728,Centrum-Oost,52.371015879048564,4.930616986250456,Entire home/apt,129,27,2,148,1.83,316
366438,Centrum-Oost,52.36850150619426,4.896692850156722,Private room,170,212,2,394,4.86,160
367107,Centrum-Oost,52.362482395341395,4.902040840800507,Entire home/apt,170,332,3,6,0.15,8
367491,De Baarsjes - Oud-West,52.36594092995622,4.878068144957083,Entire home/apt,165,306,2,58,0.71,13
370695,Centrum-West,52.370006922285384,4.8878736006932035,Entire home/apt,190,319,7,104,1.3,63
370870,Centrum-Oost,52.36430151718033,4.905423277688136,Entire home/apt,100,254,5,40,0.49,14
378523,Centrum-Oost,52.37213097,4.9037882171024245,Entire home/apt,280,261,3,88,1.16,152
379143,De Pijp - Rivierenbuurt,52.35397725203687,4.904327780949765,Private room,85,296,3,82,4.06,74
379885,Oud-Oost,52.35466251384658,4.907630215719822,Entire home/apt,199,31,3,41,0.51,314
384909,Centrum-West,52.373928142075776,4.8779306825068565,Entire home/apt,199,274,2,104,1.28,0
386479,Centrum-West,52.371979491307535,4.875612251968058,Private room,100,21,2,113,1.43,17
387644,Westerpark,52.37926631635374,4.877495439022881,Entire home/apt,300,364,4,51,0.65,0
390894,Centrum-West,52.37170239002863,4.877288495130244,Entire home/apt,225,0,1,34,0.43,355
392003,Centrum-West,52.37187604299336,4.876419661464853,Private room,55,50,2,165,2.09,12
396125,Centrum-West,52.37914263,4.884930466253877,Private room,70,328,3,503,6.24,23
400325,Centrum-Oost,52.361233419864966,4.894886639744007,Entire home/apt,140,,2,53,0.65,0
402353,Watergraafsmeer,52.3541445,4.9342754622923115,Entire home/apt,130,120,2,121,1.55,202
406794,Oud-Oost,52.36130708101714,4.925787213006578,Entire home/apt,150,,2,8,0.24,0
408794,De Baarsjes - Oud-West,52.35970976,4.861774202515398,Entire home/apt,129,61,3,23,0.31,5
409893,Centrum-Oost,52.363865735041855,4.8953790996935895,Entire home/apt,160,,6,96,1.2,240
410998,De Baarsjes - Oud-West,52.37130639414874,4.87287175,Entire home/apt,120,,2,6,0.12,0
414865,Zuid,52.35098813463605,4.846646282429849,Entire home/apt,115,285,4,7,0.17,55
414917,Centrum-Oost,52.36299894155552,4.899171691731012,Entire home/apt,299,7,180,78,0.98,358
415619,Oostelijk Havengebied - Indische Buurt,52.369581714368636,4.935160978566824,Entire home/apt,145,62,2,57,0.72,247
418098,De Baarsjes - Oud-West,52.36872131205867,4.860219830421077,Entire home/apt,185,,3,19,0.24,0
418901,Centrum-West,52.37937483615373,4.893615757464223,Entire home/apt,260,,7,39,0.5,272
422044,Centrum-West,52.379989088868605,4.893881514844094,Entire home/apt,275,352,7,128,1.61,260
424248,Geuzenveld - Slotermeer,52.371981450637314,4.833541875,Entire home/apt,105,298,2,30,0.37,155
425575,Centrum-Oost,52.36216056517296,4.895037828314399,Entire home/apt,140,,6,92,1.15,324
431206,Zuid,52.35453344848232,4.8752212558292385,Entire home/apt,250,,2,21,0.27,0
431635,Bos en Lommer,52.37852708756858,4.855730952745263,Entire home/apt,65,,3,13,0.17,0
432233,Centrum-Oost,52.36177004,4.887437204979946,Entire home/apt,300,,3,23,0.29,363
432610,De Pijp - Rivierenbuurt,52.34775692,4.9061689576766065,Entire home/apt,99,,1,0,,98
432750,De Pijp - Rivierenbuurt,52.34786818603733,4.907909044,Entire home/apt,28,,10,1,0.22,0
434097,Centrum-Oost,52.36408774295845,4.922077786001281,Private room,82,221,2,175,2.52,29
437757,De Pijp - Rivierenbuurt,52.352980432988225,4.9051204461631865,Entire home/apt,109,114,4,113,1.41,35
438089,De Baarsjes - Oud-West,52.36149890877554,4.867808450956324,Private room,99,149,2,133,1.76,136
439097,De Baarsjes - Oud-West,52.36993756986935,4.867074086243472,Entire home/apt,125,350,4,48,0.71,0
440992,Zuid,52.34278599412925,4.849848651254993,Entire home/apt,150,324,3,92,1.16,42
441424,Oostelijk Havengebied - Indische Buurt,52.373786853846376,4.944882122498465,Entire home/apt,150,323,3,27,0.35,41
442105,De Baarsjes - Oud-West,52.37202251108621,4.870931150477715,Entire home/apt,250,185,2,102,1.3,225
443698,Centrum-Oost,52.360354701922276,4.899665438779062,Private room,135,142,1,46,0.59,193
444935,Centrum-Oost,52.364456681307466,4.8887065976776425,Entire home/apt,149,,4,9,0.34,0
446592,De Pijp - Rivierenbuurt,52.358520093449314,4.903558256143318,Private room,100,16,2,184,2.31,350
446999,De Baarsjes - Oud-West,52.361048160108794,4.866996723810226,Private room,89,145,2,245,3.27,142
447151,Zuid,52.353527871358594,4.8470901311746735,Entire home/apt,85,,4,70,0.87,4
450767,Centrum-Oost,52.37007373806571,4.901695876112567,Entire home/apt,255,,3,59,0.78,117
451408,De Pijp - Rivierenbuurt,52.35075584,4.890155937469404,Entire home/apt,240,361,4,44,0.55,4
451719,Centrum-West,52.371155314957406,4.878959760656713,Entire home/apt,175,64,3,60,0.76,320
454056,Oostelijk Havengebied - Indische Buurt,52.37175820609724,4.950291753295827,Entire home/apt,125,360,4,28,0.36,0
455881,Oud-Oost,52.35698256769386,4.920605929326942,Entire home/apt,175,,3,18,0.23,82
460469,Oud-Oost,52.360480049733106,4.926849572550374,Entire home/apt,110,,3,46,0.58,0
462341,Centrum-West,52.373932570783175,4.893548611587601,Entire home/apt,170,363,3,26,0.59,2
462809,Oostelijk Havengebied - Indische Buurt,52.37458934130694,4.943733512896456,Private room,72,111,3,211,2.71,9
466259,Oud-Oost,52.35643226560935,4.906747019,Entire home/apt,235,,3,2,0.06,0
467103,Centrum-West,52.37074432303853,4.894354369870574,Entire home/apt,160,,2,150,1.89,0
467581,Centrum-West,52.37618660902663,4.886181500639763,Entire home/apt,240,,3,153,1.94,0
467852,Centrum-West,52.36816644448256,4.8845408343283365,Entire home/apt,647,46,7,16,0.2,271
474452,De Baarsjes - Oud-West,52.369745426732855,4.860264786370328,Entire home/apt,125,,3,28,0.41,0
480245,Oud-Oost,52.35408510547038,4.912887311384521,Entire home/apt,150,28,2,14,0.32,0
481664,Westerpark,52.39038482976692,4.891275742539776,Private room,105,31,2,362,6.04,276
483779,Slotervaart,52.34931579908979,4.831327287524187,Private room,72,,2,38,1.47,0
484836,De Baarsjes - Oud-West,52.370659805670606,4.8602548587307375,Entire home/apt,140,,3,51,0.65,13
485237,Slotervaart,52.364021018353405,4.830338645081807,Entire home/apt,75,,1,31,0.4,0
489418,Bos en Lommer,52.37593538177365,4.850102038926285,Entire home/apt,79,,2,96,1.22,0
489832,De Baarsjes - Oud-West,52.36361746323698,4.867616948798473,Entire home/apt,130,348,7,29,0.4,119
494433,De Baarsjes - Oud-West,52.368515082759075,4.852309319162253,Entire home/apt,90,,4,16,0.21,0
495862,De Baarsjes - Oud-West,52.36164855074444,4.873109638074137,Entire home/apt,400,3,4,11,0.17,291
496953,De Baarsjes - Oud-West,52.361589666638594,4.876629520641026,Entire home/apt,350,,2,28,0.37,0
498514,De Pijp - Rivierenbuurt,52.34071605068944,4.909998754151091,Entire home/apt,140,224,3,23,0.31,125
500516,Centrum-Oost,52.365514976477186,4.885977956323232,Entire home/apt,155,,1,18,0.27,218
502869,Westerpark,52.38302928662314,4.875120783486151,Entire home/apt,110,,3,16,0.21,22
503629,Zuid,52.353642388047284,4.878240646423016,Entire home/apt,114,,4,9,0.14,0
505012,Centrum-Oost,52.36401570566927,4.887578937815927,Entire home/apt,299,239,3,54,0.72,163
505650,Zuid,52.354995178072215,4.876105688405309,Private room,130,122,3,101,1.35,265
505804,Westerpark,52.38479733583831,4.877257048069398,Entire home/apt,85,,3,87,1.12,2
507598,Centrum-West,52.37862464,4.879444964735611,Entire home/apt,400,179,2,56,0.72,116
510836,Centrum-West,52.38037159672225,4.89358758,Entire home/apt,700,80,7,108,1.54,294
513743,Oostelijk Havengebied - Indische Buurt,52.37593322453691,4.939804160101205,Entire home/apt,460,,3,35,0.45,12
514946,Watergraafsmeer,52.35501627942771,4.935116107989973,Entire home/apt,120,,5,6,0.09,0
515088,Noord-Oost,52.39549794275491,4.995761024623377,Private room,130,17,2,1,0.22,353
515921,Zuid,52.35088516,4.853517302593575,Entire home/apt,100,331,2,63,0.8,73
517092,De Baarsjes - Oud-West,52.36138005746256,4.855450867465889,Entire home/apt,135,327,6,0,,0
517996,Centrum-West,52.37812960068647,4.885936764280054,Entire home/apt,160,,3,18,0.24,56
522471,Bos en Lommer,52.377615498462475,4.852851344927027,Entire home/apt,180,340,4,21,0.31,0
